ernst otto fischer,恩斯特·奥托·菲舍尔,ēn sī tè · ào tuō · fēi shè ěr
mario gómez,马里奥·戈麦斯,mǎ lǐ ào · gē mài sī
walter meyer,瓦尔特·迈尔,wǎ ěr tè · mài ěr
filip adamski,菲利普·亚当斯基,fēi lì pǔ · yà dāng sī jī
jochen rindt,约亨·林特,yuē hēng · lín tè
franz josef strauß,弗朗茨·约瑟夫·施特劳斯,fú lǎng cí · yuē sè fū · shī tè láo sī
horst seehofer,霍斯特·泽霍费尔,huò sī tè · zé huò fèi ěr
sidney sam,西德尼·萨姆,xī dé ní · sà mǔ
walter eucken,瓦尔特·奥伊肯,wǎ ěr tè · ào yī kěn
franz beckenbauer,弗朗茨·贝肯鲍尔,fú lǎng cí · bèi kěn bào ěr
katrin göringeckardt,凯特琳·艾卡特,kǎi tè lín · ài kǎ tè
hermann staudinger,赫尔曼·施陶丁格,hè ěr màn · shī táo dīng gé
annesophie mutter,安娜苏菲·穆特,ān nà sū fēi · mù tè
uwe rahn,乌维·拉恩,wū wéi · lā ēn
erich maria remarque,埃里希·玛利亚·雷马克,āi lǐ xī · mǎ lì yà · léi mǎ kè
pierre littbarski,皮埃尔·利特巴尔斯基,pí āi ěr · lì tè bā ěr sī jī
otfried preußler,奥飞·普思乐,ào fēi · pǔ sī lè
andreas ottl,安德列亚斯·奥特尔,ān dé liè yà sī · ào tè ěr
richard von weizsäcker,里夏德·冯·魏茨泽克,lǐ xià dé · féng · wèi cí zé kè
roman herzog,罗曼·赫尔佐克,luó màn · hè ěr zuǒ kè
walter scheel,瓦尔特·谢尔,wǎ ěr tè · xiè ěr
karl carstens,卡尔·卡斯滕斯,kǎ ěr · kǎ sī téng sī
gustav heinemann,古斯塔夫·海涅曼,gǔ sī tǎ fū · hǎi niè màn
heinrich lübke,海因里希·吕布克,hǎi yīn lǐ xī · lǚ bù kè
ursel brunner,乌塞尔·布鲁纳,wū sāi ěr · bù lǔ nà
theodor heuss,特奥多尔·豪斯,tè ào duō ěr · háo sī
egon krenz,埃贡·克伦茨,āi gòng · kè lún cí
manfred gerlach,曼弗雷德·格拉赫,màn fú léi dé · gé lā hè
erich honecker,埃里希·昂纳克,āi lǐ xī · áng nà kè
lothar matthäus,洛塔尔·马特乌斯,luò tǎ ěr · mǎ tè wū sī
uwe seeler,乌韦·泽勒,wū wéi · zé lè
friedrich ebert,弗里德里希·艾伯特,fú lǐ dé lǐ xī · ài bǎi tè
marcel reichranicki,马塞尔·莱希拉尼基,mǎ sāi ěr · lái xī lā ní jī
hermann haken,赫尔曼·哈肯,hè ěr màn · hā kěn
konrad bloch,康拉德·布洛赫,kāng lā dé · bù luò hè
oliver riedel,奥利弗·里德尔,ào lì fú · lǐ dé ěr
ottmar hitzfeld,奥特马·希茨费尔德,ào tè mǎ · xī cí fèi ěr dé
rita könig,丽塔·柯尼希,lì tǎ · kē ní xī
birol ünel,比罗尔·于内尔,bǐ luó ěr · yú nèi ěr
anja fichtel,安雅·菲希特尔,ān yǎ · fēi xī tè ěr
monika weber,莫妮卡·韦伯,mò nī kǎ · wéi bǎi
edmund stoiber,埃德蒙德·斯托伊贝,āi dé méng dé · sī tuō yī bèi
stefan effenberg,斯特凡·埃芬伯格,sī tè fán · āi fēn bǎi gé
hans magnus enzensberger,汉斯·马格努斯·恩岑斯贝格尔,hàn sī · mǎ gé nǔ sī · ēn cén sī bèi gé ěr
hermann hesse,赫尔曼·黑塞,hè ěr màn · hēi sāi
herta müller,赫塔·米勒,hè tǎ · mǐ lè
bernard katz,伯纳德·卡茨,bǎi nà dé · kǎ cí
jonas reckermann,约纳斯·雷克曼,yuē nà sī · léi kè màn
laura ludwig,劳拉·路德维希,láo lā · lù dé wéi xī
eugen polanski,欧根·波兰斯基,ōu gēn · bō lán sī jī
julius brink,尤利乌斯·布林克,yóu lì wū sī · bù lín kè
joachim löw,约阿希姆·勒夫,yuē ā xī mǔ · lè fū
wilfried dietrich,维尔弗里德·迪特里希,wéi ěr fú lǐ dé · dí tè lǐ xī
adolf butenandt,阿道夫·布特南特,ā dào fū · bù tè nán tè
oliver kirch,奥利弗·基尔希,ào lì fú · jī ěr xī
betty heidler,贝蒂·海德勒,bèi dì · hǎi dé lè
sandra bullock,珊卓·布拉克,shān zhuó · bù lā kè
wolfgang overath,沃尔夫冈·奥弗拉特,wò ěr fū gāng · ào fú lā tè
ronny könig,罗尼·柯尼希,luó ní · kē ní xī
günther beckstein,京特·贝克施泰因,jīng tè · bèi kè shī tài yīn
martin schmitt,马丁·施米特,mǎ dīng · shī mǐ tè
christian weber,克里斯蒂安·韦伯,kè lǐ sī dì ān · wéi bǎi
raphael schäfer,拉斐尔·舍费尔,lā fěi ěr · shè fèi ěr
heinrich rubens,海因里希·鲁本斯,hǎi yīn lǐ xī · lǔ běn sī
markus söder,马库斯·索德尔,mǎ kù sī · suǒ dé ěr
alfred schwarzmann,阿尔弗雷德·施瓦茨曼,ā ěr fú léi dé · shī wǎ cí màn
tim hoogland,蒂姆·霍格兰,dì mǔ · huò gé lán
lothar collatz,洛萨·考拉兹,luò sà · kǎo lā zī
frank ordenewitz,弗兰克·奥尔德内维茨,fú lán kè · ào ěr dé nèi wéi cí
christina obergföll,克里斯蒂娜·奥贝格弗尔,kè lǐ sī dì nà · ào bèi gé fú ěr
georg hackl,格奥尔格·哈克尔,gé ào ěr gé · hā kè ěr
linda stahl,琳达·施塔尔,lín dá · shī tǎ ěr
adrian sutil,艾德里安·苏蒂尔,ài dé lǐ ān · sū dì ěr
peer steinbrück,佩尔·施泰因布吕克,pèi ěr · shī tài yīn bù lǚ kè
albert schweitzer,阿尔伯特·史怀哲,ā ěr bǎi tè · shǐ huái zhé
margot frank,玛戈·法兰克,mǎ gē · fǎ lán kè
stefan raab,斯蒂芬·拉布,sī dì fēn · lā bù
otto frank,奥托·弗兰克,ào tuō · fú lán kè
agnes pockels,阿格尼丝·波克尔斯,ā gé ní sī · bō kè ěr sī
günter grass,君特·格拉斯,jūn tè · gé lā sī
georg,格奥尔格,gé ào ěr gé
valerius cordus,瓦勒留斯·科尔杜斯,wǎ lè liú sī · kē ěr dù sī
gerhard stöck,格哈德·施特克,gé hā dé · shī tè kè
karlhans riehm,卡尔汉斯·里姆,kǎ ěr hàn sī · lǐ mǔ
heinrich böll,海因里希·伯尔,hǎi yīn lǐ xī · bǎi ěr
oliver lampe,奥利弗·兰珀,ào lì fú · lán pò
günther herbig,根特·赫比希,gēn tè · hè bǐ xī
ewaldheinrich von kleist,埃瓦尔德海因里希·冯·克莱斯特舒曼森,āi wǎ ěr dé hǎi yīn lǐ xī · féng · kè lái sī tè shū màn sēn
harald schmid,哈拉尔德·施密德,hā lā ěr dé · shī mì dé
vlastimil hort,弗拉斯季米尔·霍特,fú lā sī jì mǐ ěr · huò tè
agnesmaria von andechsmeranien,阿格尼丝·德·梅拉涅,ā gé ní sī · dé · méi lā niè
lena meyerlandrut,莱娜·迈尔兰德鲁特,lái nà · mài ěr lán dé lǔ tè
toni garrn,东妮·伽姆,dōng nī · jiā mǔ
christoph blumhardt,克里斯多福·布鲁哈德,kè lǐ sī duō fú · bù lǔ hā dé
martin noth,马丁·诺特,mǎ dīng · nuò tè
heinrich ehrler,海因里希·埃尔勒,hǎi yīn lǐ xī · āi ěr lè
heidi biebl,海迪·比布尔,hǎi dí · bǐ bù ěr
philipp lahm,菲利普·拉姆,fēi lì pǔ · lā mǔ
sebastian vettel,塞巴斯蒂安·维泰尔,sāi bā sī dì ān · wéi tài ěr
ernst lubitsch,恩斯特·刘别谦,ēn sī tè · liú bié qiān
gerd müller,盖德·穆勒,gài dé · mù lè
sami khedira,萨米·赫迪拉,sà mǐ · hè dí lā
bernhard weiß,伯恩哈德·魏斯,bǎi ēn hā dé · wèi sī
hilde schrader,希尔德·施拉德尔,xī ěr dé · shī lā dé ěr
thomas müller,托马斯·穆勒,tuō mǎ sī · mù lè
tommy haas,托米·哈斯,tuō mǐ · hā sī
peter frenkel,彼得·弗伦克尔,bǐ dé · fú lún kè ěr
karl hein,卡尔·海因,kǎ ěr · hǎi yīn
ulrich von wilamowitzmoellendorff,乌尔里希·冯·维拉莫维茨默伦多夫,wū ěr lǐ xī · féng · wéi lā mò wéi cí mò lún duō fū
philipp,菲利普,fēi lì pǔ
heinz keßler,海因茨·凯斯勒,hǎi yīn cí · kǎi sī lè
mark warnecke,马克·瓦内克,mǎ kè · wǎ nèi kè
rita wilden,丽塔·维尔登,lì tǎ · wéi ěr dēng
thomas rupprath,托马斯·鲁普拉特,tuō mǎ sī · lǔ pǔ lā tè
rüdiger von der goltz,吕迪格·冯·德·戈尔茨,lǚ dí gé · féng · dé · gē ěr cí
wolfgang haken,沃夫冈·哈肯,wò fū gāng · hā kěn
wilhelm wien,威廉·维恩,wēi lián · wéi ēn
klaus wowereit,克劳斯·沃韦赖特,kè láo sī · wò wéi lài tè
max bauer,马克斯·鲍尔,mǎ kè sī · bào ěr
rolfdieter heuer,罗尔夫迪特尔·霍耶尔,luó ěr fū dí tè ěr · huò yē ěr
norbert röttgen,诺伯特·洛特根,nuò bǎi tè · luò tè gēn
erika steinbach,艾丽卡·施泰恩巴赫,ài lì kǎ · shī tài ēn bā hè
karl josef becker,嘉禄·若瑟·贝克尔,jiā lù · ruò sè · bèi kè ěr
maria höflriesch,玛丽亚·赫夫尔里施,mǎ lì yà · hè fū ěr lǐ shī
kurt welter,库特·维尔特,kù tè · wéi ěr tè
paul rudolph,保罗·儒道夫,bǎo luó · rú dào fū
alexander markowitsch ostrowski,亚历山大·马雅科维奇·奥斯特洛夫斯基,yà lì shān dà · mǎ yǎ kē wéi qí · ào sī tè luò fū sī jī
walter kaufmann,沃尔特·考夫曼,wò ěr tè · kǎo fū màn
otto lehmann,奥托·雷曼,ào tuō · léi màn
max lorenz,马克斯·洛伦茨,mǎ kè sī · luò lún cí
günther maleuda,京特·马洛伊达,jīng tè · mǎ luò yī dá
gerhard klopfer,格哈德·克洛普佛,gé hā dé · kè luò pǔ fó
gisela birkemeyer,吉塞拉·比克迈尔,jí sāi lā · bǐ kè mài ěr
heinrich severloh,海因里希·塞弗罗,hǎi yīn lǐ xī · sāi fú luó
martin ebbertz,马丁·埃柏兹,mǎ dīng · āi bǎi zī
bibiana beglau,比比安娜·贝格劳,bǐ bǐ ān nà · bèi gé láo
adolf seilacher,阿道夫·塞拉赫,ā dào fū · sāi lā hè
günther lützow,君特·吕佐夫,jūn tè · lǚ zuǒ fū
sabine busch,扎比内·布施,zhā bǐ nèi · bù shī
erwin schrödinger,埃尔温·薛定谔,āi ěr wēn · xuē dìng è
leni riefenstahl,莱尼·里芬斯塔尔,lái ní · lǐ fēn sī tǎ ěr
margarethe von trotta,玛加蕾特·冯·特罗塔,mǎ jiā lěi tè · féng · tè luó tǎ
klaus kinski,克劳斯·金斯基,kè láo sī · jīn sī jī
danny latza,丹尼·拉察,dān ní · lā chá
kurt weill,寇特·威尔,kòu tè · wēi ěr
johann georg,约翰·格奥尔格,yuē hàn · gé ào ěr gé
engelbert humperdinck,恩格尔贝特·洪佩尔丁克,ēn gé ěr bèi tè · hóng pèi ěr dīng kè
max ophüls,马克思·欧弗斯,mǎ kè sī · ōu fú sī
wim wenders,温·韦德斯,wēn · wéi dé sī
ludwig kaas,路德维希·卡斯,lù dé wéi xī · kǎ sī
friedrich wilhelm,腓特烈·威廉,féi tè liè · wēi lián
johann wilhelm,约翰·威廉,yuē hàn · wēi lián
heinz lammerding,海因茨·拉默丁,hǎi yīn cí · lā mò dīng
michael schumacher,迈克尔·舒马赫,mài kè ěr · shū mǎ hè
wolfgang scheidel,沃尔夫冈·沙伊德尔,wò ěr fū gāng · shā yī dé ěr
wolfgang danne,沃尔夫冈·丹内,wò ěr fū gāng · dān nèi
margot glockshuber,玛戈·格洛克斯胡贝尔,mǎ gē · gé luò kè sī hú bèi ěr
urban hettich,乌尔班·黑蒂希,wū ěr bān · hēi dì xī
karl wilhelm friedrich,卡尔·威廉·腓特烈,kǎ ěr · wēi lián · féi tè liè
robin benzing,罗宾·本青,luó bīn · běn qīng
helmut bantz,赫尔穆特·班茨,hè ěr mù tè · bān cí
fanny fischer,范妮·菲舍尔,fàn nī · fēi shè ěr
florian schwarthoff,弗洛里安·施瓦特霍夫,fú luò lǐ ān · shī wǎ tè huò fū
katja seizinger,卡特娅·赛青格,kǎ tè yà · sài qīng gé
täve schur,特弗·舒尔,tè fú · shū ěr
gustav radbruch,古斯塔夫·拉德布鲁赫,gǔ sī tǎ fū · lā dé bù lǔ hè
ellen von unwerth,艾伦·冯·翁维尔特,ài lún · féng · wēng wéi ěr tè
anton ulrich,安东·乌尔里希,ān dōng · wū ěr lǐ xī
philipp lenard,菲利普·莱纳德,fēi lì pǔ · lái nà dé
max von laue,马克斯·冯·劳厄,mǎ kè sī · féng · láo è
nadine kleinert,娜丁·克莱纳特,nà dīng · kè lái nà tè
peter rühmkorf,彼得·吕姆克尔夫,bǐ dé · lǚ mǔ kè ěr fū
hannelore kraft,汉内洛蕾·克拉夫特,hàn nèi luò lěi · kè lā fū tè
johann andreas stein,约翰·安德鲁斯·史坦因,yuē hàn · ān dé lǔ sī · shǐ tǎn yīn
nelly sachs,内莉·萨克斯,nèi lì · sà kè sī
jürgen klinsmann,尤尔根·克林斯曼,yóu ěr gēn · kè lín sī màn
hermann josef abs,赫尔曼·约瑟夫·阿布斯,hè ěr màn · yuē sè fū · ā bù sī
alexander popp,亚历山大·波普,yà lì shān dà · bō pǔ
marckevin goellner,马克凯温·格尔纳,mǎ kè kǎi wēn · gé ěr nà
otto liebmann,奥托·李卜曼,ào tuō · lǐ bǔ màn
anja selbach,安雅·胡贝尔,ān yǎ · hú bèi ěr
otto stern,奥托·施特恩,ào tuō · shī tè ēn
steffi graf,施特菲·格拉夫,shī tè fēi · gé lā fū
ernst nolte,恩斯特·诺尔特,ēn sī tè · nuò ěr tè
kurt beck,库特·贝克,kù tè · bèi kè
jürgen geschke,于尔根·格施克,yú ěr gēn · gé shī kè
roland wetzig,罗兰·韦齐希,luó lán · wéi qí xī
verona pooth,薇若娜·普什,wēi ruò nà · pǔ shén
hans von obstfelder,汉斯·冯·奥布斯特费尔德,hàn sī · féng · ào bù sī tè fèi ěr dé
judith von schweinfurt,尤蒂斯·冯·什文福,yóu dì sī · féng · shén wén fú
wilhelm worringer,威廉·沃林格,wēi lián · wò lín gé
alexandra maria lara,亚历山德拉·玛丽亚·拉那,yà lì shān dé lā · mǎ lì yà · lā nà
franka potente,法兰卡·波坦特,fǎ lán kǎ · bō tǎn tè
wilhelm ostwald,威廉·奥斯特瓦尔德,wēi lián · ào sī tè wǎ ěr dé
michael ballack,米夏埃尔·巴拉克,mǐ xià āi ěr · bā lā kè
johannes stark,约翰内斯·斯塔克,yuē hàn nèi sī · sī tǎ kè
maria goeppertmayer,玛丽亚·格佩特梅耶,mǎ lì yà · gé pèi tè méi yē
oswald spengler,奥斯瓦尔德·斯宾格勒,ào sī wǎ ěr dé · sī bīn gé lè
wilhelm canaris,威廉·卡纳里斯,wēi lián · kǎ nà lǐ sī
albrecht kossel,阿尔布雷希特·科塞尔,ā ěr bù léi xī tè · kē sāi ěr
cem özdemir,杰姆·奥兹德米尔,jié mǔ · ào zī dé mǐ ěr
reinhard selten,赖因哈德·塞尔滕,lài yīn hā dé · sāi ěr téng
jens lehmann,延斯·莱曼,yán sī · lái màn
diane kruger,黛安·克鲁格,dài ān · kè lǔ gé
peter grünberg,彼得·格林贝格,bǐ dé · gé lín bèi gé
otto meyerhof,奥托·迈尔霍夫,ào tuō · mài ěr huò fū
kurt von schleicher,库尔特·冯·施莱谢尔,kù ěr tè · féng · shī lái xiè ěr
hansulrich rudel,汉斯乌尔里希·鲁德尔,hàn sī wū ěr lǐ xī · lǔ dé ěr
richard strauss,理查德·施特劳斯,lǐ chá dé · shī tè láo sī
erich von manstein,埃里希·冯·曼施坦因,āi lǐ xī · féng · màn shī tǎn yīn
uwe ampler,乌韦·安普勒,wū wéi · ān pǔ lè
markus weinzierl,马库斯·魏因齐尔,mǎ kù sī · wèi yīn qí ěr
dietrich von hildebrand,迪特里希·冯·希尔德布兰,dí tè lǐ xī · féng · xī ěr dé bù lán
ernst barkmann,恩斯特·巴克曼,ēn sī tè · bā kè màn
otto heckmann,奥托·海克曼,ào tuō · hǎi kè màn
ewald von kleist,埃瓦尔德·冯·克莱斯特,āi wǎ ěr dé · féng · kè lái sī tè
alfred hugenberg,阿尔弗雷德·胡根贝格,ā ěr fú léi dé · hú gēn bèi gé
gudrun ensslin,古德伦·恩斯林,gǔ dé lún · ēn sī lín
wolfgang schäuble,沃尔夫冈·朔伊布勒,wò ěr fū gāng · shuò yī bù lè
ernst busch,恩斯特·布施,ēn sī tè · bù shī
wilhelm,威廉,wēi lián
thomas hitzlsperger,托马斯·希策尔斯佩格,tuō mǎ sī · xī cè ěr sī pèi gé
erich von falkenhayn,埃里希·冯·法金汉,āi lǐ xī · féng · fǎ jīn hàn
jürgen trumpf,尤尔根·特兰普夫,yóu ěr gēn · tè lán pǔ fū
leonard nelson,伦纳德·尼尔森,lún nà dé · ní ěr sēn
erich raeder,埃里希·雷德尔,āi lǐ xī · léi dé ěr
patrick funk,帕特里克·丰克,pà tè lǐ kè · fēng kè
hanna reitsch,汉娜·瑞奇,hàn nà · ruì qí
hermann müller,赫尔曼·穆勒,hè ěr màn · mù lè
adolf galland,阿道夫·加兰德,ā dào fū · jiā lán dé
gustav bauer,古斯塔夫·鲍尔,gǔ sī tǎ fū · bào ěr
ernst von bayern,恩斯特·冯·拜恩,ēn sī tè · féng · bài ēn
hans coppi,汉斯·科皮,hàn sī · kē pí
werner haase,维尔纳·哈泽,wéi ěr nà · hā zé
oskar perron,奥斯卡·佩龙,ào sī kǎ · pèi lóng
alois schloder,阿洛伊斯·施洛德,ā luò yī sī · shī luò dé
karl kreutzberg,卡尔·克罗伊茨贝格,kǎ ěr · kè luó yī cí bèi gé
richard musgrave,理查·马斯格雷夫,lǐ chá · mǎ sī gé léi fū
martin schwalb,马丁·施瓦尔布,mǎ dīng · shī wǎ ěr bù
camillo karl schneider,卡米洛·卡尔·施奈德,kǎ mǐ luò · kǎ ěr · shī nài dé
friedrich anton ulrich,腓特烈·安东·乌尔里希,féi tè liè · ān dōng · wū ěr lǐ xī
richard brauer,理查德·布饶尔,lǐ chá dé · bù ráo ěr
jürgen moser,于尔根·莫泽,yú ěr gēn · mò zé
paul peter ewald,保罗·彼得·埃瓦尔德,bǎo luó · bǐ dé · āi wǎ ěr dé
cornelia pfohl,科尔内利娅·普福尔,kē ěr nèi lì yà · pǔ fú ěr
wilhelm müller,威廉·米勒,wēi lián · mǐ lè
erik hansen,埃里克奥斯卡·汉森,āi lǐ kè ào sī kǎ · hàn sēn
heinz rögner,海因茨·罗格纳,hǎi yīn cí · luó gé nà
julia dietze,茱莉亚·迭泽,zhū lì yà · dié zé
gregor gysi,格雷戈尔·吉西,gé léi gē ěr · jí xī
timo hildebrand,蒂莫·希尔德布兰,dì mò · xī ěr dé bù lán
walther von brauchitsch,瓦尔特·冯·布劳希奇,wǎ ěr tè · féng · bù láo xī qí
michael fassbender,麦可·法斯宾达,mài kě · fǎ sī bīn dá
cacau,卡考,kǎ kǎo
franz baumann,弗朗兹·鲍曼,fú lǎng zī · bào màn
carl heinrich becker,卡尔·海因里希·贝克尔,kǎ ěr · hǎi yīn lǐ xī · bèi kè ěr
hermann hoth,赫尔曼·霍特,hè ěr màn · huò tè
robert schuman,罗贝尔·舒曼,luó bèi ěr · shū màn
christoph schneider,克里斯多夫·施耐德,kè lǐ sī duō fū · shī nài dé
zé roberto,泽·罗伯托,zé · luó bǎi tuō
erhard milch,艾尔哈德·米尔希,ài ěr hā dé · mǐ ěr xī
bernd förster,贝恩德·弗尔斯特,bèi ēn dé · fú ěr sī tè
gerda christian,格尔达·克里斯蒂安,gé ěr dá · kè lǐ sī dì ān
yuri manin,尤里·马宁,yóu lǐ · mǎ níng
hans von mangoldt,汉斯·冯·曼戈尔特,hàn sī · féng · màn gē ěr tè
erich kähler,埃里希·凯勒,āi lǐ xī · kǎi lè
georg von küchler,格奥尔格·冯·屈希勒,gé ào ěr gé · féng · qū xī lè
ludwig beck,路德维希·贝克,lù dé wéi xī · bèi kè
franz halder,弗朗兹·哈尔德,fú lǎng zī · hā ěr dé
sepp dietrich,约瑟夫·迪特里希,yuē sè fū · dí tè lǐ xī
hansjosef kapellmann,尤普·卡佩尔曼,yóu pǔ · kǎ pèi ěr màn
alfred eisenstaedt,阿尔弗雷德·艾森施泰特,ā ěr fú léi dé · ài sēn shī tài tè
ferdinand schörner,斐迪南·舍尔纳,fěi dí nán · shè ěr nà
änis benhatira,阿尼斯·宾哈迪拉,ā ní sī · bīn hā dí lā
joachim sauer,约阿希姆·绍尔,yuē ā xī mǔ · shào ěr
otto meissner,奥托·迈斯纳,ào tuō · mài sī nà
volker strassen,沃尔克·施特拉森,wò ěr kè · shī tè lā sēn
horst köppel,霍斯特·科佩尔,huò sī tè · kē pèi ěr
matthias behr,马蒂亚斯·贝尔,mǎ dì yà sī · bèi ěr
arthur crispien,亚瑟·克里斯平,yà sè · kè lǐ sī píng
johann gramann,约翰内斯·格罗曼,yuē hàn nèi sī · gé luó màn
jochen pietzsch,约亨·皮奇,yuē hēng · pí qí
georg friedrich,格奥尔格·腓特烈,gé ào ěr gé · féi tè liè
fritz gunst,弗里茨·贡斯特,fú lǐ cí · gòng sī tè
frank ostholt,弗兰克·奥斯特霍尔特,fú lán kè · ào sī tè huò ěr tè
bernd dittert,贝恩德·迪特尔特,bèi ēn dé · dí tè ěr tè
wolfgang behrendt,沃尔夫冈·贝伦特,wò ěr fū gāng · bèi lún tè
annette klug,安妮特·克卢格,ān nī tè · kè lú gé
marco rudolph,马尔科·鲁道夫,mǎ ěr kē · lǔ dào fū
matthias sammer,马蒂亚斯·萨默尔,mǎ dì yà sī · sà mò ěr
